kernel,D,L,phase1_time,phase2_time,phase3_time,other_time,total_time,phase1_pct,phase2_pct,phase3_pct,other_pct,phase1_launches,phase2_launches,phase3_launches,other_launches
hillis_steele,16,4096,7264.0,4448.0,4032.0,0.0,15744.0,46.13821138211382,28.252032520325205,25.609756097560975,0.0,1,1,1,0
warp_shuffle,16,8192,6880.0,4288.0,4768.0,0.0,15936.0,43.17269076305221,26.907630522088354,29.919678714859437,0.0,1,1,1,0
blelloch,16,8192,15264.0,5216.0,4672.0,0.0,25152.0,60.68702290076336,20.737913486005088,18.575063613231553,0.0,1,1,1,0
hillis_steele,16,8192,10016.0,4768.0,4672.0,0.0,19456.0,51.48026315789474,24.50657894736842,24.013157894736842,0.0,1,1,1,0
warp_shuffle,16,16384,9280.0,4384.0,6176.0,0.0,19840.0,46.774193548387096,22.096774193548388,31.129032258064516,0.0,1,1,1,0
blelloch,16,16384,21216.0,5632.0,6176.0,0.0,33024.0,64.24418604651163,17.05426356589147,18.7015503875969,0.0,1,1,1,0
hillis_steele,16,16384,13632.0,5184.0,6208.0,0.0,25024.0,54.47570332480819,20.71611253196931,24.808184143222505,0.0,1,1,1,0
warp_shuffle,16,32768,12416.0,4384.0,8384.0,0.0,25184.0,49.30114358322744,17.407878017789074,33.29097839898348,0.0,1,1,1,0
blelloch,16,32768,32160.0,5952.0,8224.0,0.0,46336.0,69.4060773480663,12.845303867403315,17.748618784530386,0.0,1,1,1,0
hillis_steele,16,32768,19552.0,5248.0,8320.0,0.0,33120.0,59.033816425120776,15.845410628019323,25.120772946859905,0.0,1,1,1,0
warp_shuffle,16,65536,19456.0,4384.0,12448.0,0.0,36288.0,53.61552028218695,12.081128747795415,34.30335097001764,0.0,1,1,1,0
blelloch,16,65536,58432.0,6336.0,12416.0,0.0,77184.0,75.70480928689884,8.208955223880597,16.086235489220563,0.0,1,1,1,0
hillis_steele,16,65536,34432.0,5664.0,12256.0,0.0,52352.0,65.77017114914426,10.819070904645477,23.410757946210268,0.0,1,1,1,0
warp_shuffle,16,131072,33760.0,4576.0,19776.0,0.0,58112.0,58.09471365638767,7.8744493392070485,34.030837004405285,0.0,1,1,1,0
blelloch,16,131072,107040.0,6880.0,19776.0,0.0,133696.0,80.06223073240785,5.146002872187649,14.7917663954045,0.0,1,1,1,0
hillis_steele,16,131072,61536.0,5856.0,20000.0,0.0,87392.0,70.41376785060417,6.7008421823507875,22.88538996704504,0.0,1,1,1,0
warp_shuffle,64,1024,5344.0,4480.0,2624.0,0.0,12448.0,42.9305912596401,35.98971722365039,21.079691516709513,0.0,1,1,1,0
blelloch,64,1024,10048.0,4256.0,2592.0,0.0,16896.0,59.46969696969697,25.189393939393938,15.340909090909092,0.0,1,1,1,0
hillis_steele,64,1024,7456.0,3872.0,2624.0,0.0,13952.0,53.440366972477065,27.75229357798165,18.807339449541285,0.0,1,1,1,0
warp_shuffle,64,2048,6784.0,4224.0,4544.0,0.0,15552.0,43.62139917695473,27.160493827160494,29.218106995884774,0.0,1,1,1,0
blelloch,64,2048,15136.0,4384.0,4416.0,0.0,23936.0,63.23529411764706,18.315508021390375,18.449197860962567,0.0,1,1,1,0
hillis_steele,64,2048,9984.0,4000.0,4448.0,0.0,18432.0,54.166666666666664,21.70138888888889,24.131944444444443,0.0,1,1,1,0
warp_shuffle,64,4096,9344.0,4448.0,5280.0,0.0,19072.0,48.993288590604024,23.322147651006713,27.684563758389263,0.0,1,1,1,0
blelloch,64,4096,21344.0,4800.0,5184.0,0.0,31328.0,68.13074565883555,15.321756894790603,16.54749744637385,0.0,1,1,1,0
hillis_steele,64,4096,13600.0,4416.0,5216.0,0.0,23232.0,58.539944903581265,19.00826446280992,22.451790633608816,0.0,1,1,1,0
warp_shuffle,64,8192,12320.0,4416.0,7648.0,0.0,24384.0,50.5249343832021,18.11023622047244,31.364829396325458,0.0,1,1,1,0
blelloch,64,8192,31936.0,5312.0,7488.0,0.0,44736.0,71.38769670958513,11.874105865522175,16.738197424892704,0.0,1,1,1,0
hillis_steele,64,8192,19616.0,4864.0,7616.0,0.0,32096.0,61.11665004985045,15.154536390827518,23.728813559322035,0.0,1,1,1,0
warp_shuffle,64,16384,19424.0,4544.0,12064.0,0.0,36032.0,53.9076376554174,12.61101243339254,33.48134991119005,0.0,1,1,1,0
blelloch,64,16384,58592.0,5888.0,11904.0,0.0,76384.0,76.707163803938,7.708420611646418,15.584415584415584,0.0,1,1,1,0
hillis_steele,64,16384,34336.0,5344.0,11968.0,0.0,51648.0,66.48079306071871,10.346964064436184,23.172242874845104,0.0,1,1,1,0
warp_shuffle,64,32768,33664.0,4480.0,19520.0,0.0,57664.0,58.379578246392896,7.769145394006659,33.85127635960044,0.0,1,1,1,0
blelloch,64,32768,106880.0,6208.0,19552.0,0.0,132640.0,80.57901085645356,4.680337756332931,14.74065138721351,0.0,1,1,1,0
hillis_steele,64,32768,61536.0,5536.0,19456.0,0.0,86528.0,71.11686390532545,6.39792899408284,22.485207100591715,0.0,1,1,1,0
warp_shuffle,64,65536,63776.0,4512.0,42976.0,0.0,111264.0,57.31952832901927,4.055220017256255,38.625251653724476,0.0,1,1,1,0
blelloch,64,65536,208576.0,6464.0,42656.0,0.0,257696.0,80.93878057866634,2.508381969452378,16.552837451881288,0.0,1,1,1,0
hillis_steele,64,65536,118656.0,5664.0,42816.0,0.0,167136.0,70.99368179207352,3.388856978747846,25.617461229178634,0.0,1,1,1,0
warp_shuffle,64,131072,122464.0,4480.0,91360.0,0.0,218304.0,56.09791849897391,2.052184110231604,41.84989739079449,0.0,1,1,1,0
blelloch,64,131072,412256.0,6944.0,91360.0,0.0,510560.0,80.74584769664682,1.360075211532435,17.894077091820744,0.0,1,1,1,0
hillis_steele,64,131072,231872.0,6048.0,91136.0,0.0,329056.0,70.46581736847223,1.8379850238257318,27.696197607702032,0.0,1,1,1,0
warp_shuffle,256,1024,9408.0,6368.0,2976.0,0.0,18752.0,50.170648464163826,33.95904436860068,15.870307167235495,0.0,1,1,1,0
blelloch,256,1024,21184.0,5856.0,2976.0,0.0,30016.0,70.57569296375266,19.50959488272921,9.914712153518124,0.0,1,1,1,0
hillis_steele,256,1024,13504.0,5216.0,2976.0,0.0,21696.0,62.24188790560472,24.041297935103245,13.716814159292035,0.0,1,1,1,0
warp_shuffle,256,2048,12352.0,6336.0,6208.0,0.0,24896.0,49.61439588688946,25.44987146529563,24.93573264781491,0.0,1,1,1,0
blelloch,256,2048,31808.0,6656.0,6240.0,0.0,44704.0,71.15246957766642,14.889047959914102,13.95848246241947,0.0,1,1,1,0
hillis_steele,256,2048,19616.0,5792.0,6144.0,0.0,31552.0,62.17038539553752,18.356997971602436,19.472616632860042,0.0,1,1,1,0
warp_shuffle,256,4096,19552.0,6624.0,10592.0,0.0,36768.0,53.17667536988686,18.01566579634465,28.807658833768496,0.0,1,1,1,0
blelloch,256,4096,58496.0,7648.0,10432.0,0.0,76576.0,76.3894692854158,9.987463435018805,13.623067279565399,0.0,1,1,1,0
hillis_steele,256,4096,34272.0,6752.0,10720.0,0.0,51744.0,66.23376623376623,13.048855905998764,20.717377860235004,0.0,1,1,1,0
warp_shuffle,256,8192,33408.0,6848.0,18144.0,0.0,58400.0,57.205479452054796,11.726027397260275,31.068493150684933,0.0,1,1,1,0
blelloch,256,8192,107648.0,8416.0,18304.0,0.0,134368.0,80.11431293165039,6.26339604667778,13.622291021671826,0.0,1,1,1,0
hillis_steele,256,8192,61472.0,7456.0,18368.0,0.0,87296.0,70.41788856304986,8.541055718475073,21.041055718475075,0.0,1,1,1,0
warp_shuffle,256,16384,63872.0,6752.0,40544.0,0.0,111168.0,57.45538284398388,6.073690270581462,36.47092688543466,0.0,1,1,1,0
blelloch,256,16384,208768.0,9248.0,40640.0,0.0,258656.0,80.71260670543116,3.575405171347272,15.711988123221577,0.0,1,1,1,0
hillis_steele,256,16384,118176.0,8256.0,40672.0,0.0,167104.0,70.72003063960169,4.940635771734968,24.339333588663347,0.0,1,1,1,0
warp_shuffle,256,32768,122400.0,6560.0,89536.0,0.0,218496.0,56.01933216168717,3.0023432923257176,40.978324545987114,0.0,1,1,1,0
blelloch,256,32768,411904.0,9984.0,88832.0,0.0,510720.0,80.6516290726817,1.9548872180451127,17.393483709273184,0.0,1,1,1,0
hillis_steele,256,32768,231968.0,8384.0,89312.0,0.0,329664.0,70.364977674238,2.54319549602019,27.091826829741798,0.0,1,1,1,0
warp_shuffle,256,65536,243008.0,6656.0,186304.0,0.0,435968.0,55.7398708162067,1.5267175572519085,42.7334116265414,0.0,1,1,1,0
blelloch,256,65536,819360.0,10912.0,186688.0,0.0,1016960.0,80.56954059156702,1.0730018879798615,18.357457520453114,0.0,1,1,1,0
hillis_steele,256,65536,462528.0,9184.0,186688.0,0.0,658400.0,70.25030376670716,1.3948967193195625,28.35479951397327,0.0,1,1,1,0
warp_shuffle,256,131072,476768.0,6880.0,383904.0,0.0,867552.0,54.95555309652909,0.7930360370329387,44.25141086643798,0.0,1,1,1,0
blelloch,256,131072,1625696.0,12032.0,385504.0,0.0,2023232.0,80.35143769968052,0.5946920570651314,19.05387024325436,0.0,1,1,1,0
hillis_steele,256,131072,910528.0,10176.0,384192.0,0.0,1304896.0,69.77782137427045,0.7798322624944823,29.442346363235078,0.0,1,1,1,0
warp_shuffle,512,1024,12256.0,8576.0,3456.0,0.0,24288.0,50.46113306982872,35.30961791831357,14.229249011857707,0.0,1,1,1,0
blelloch,512,1024,31936.0,7616.0,3424.0,0.0,42976.0,74.31124348473567,17.72151898734177,7.967237527922562,0.0,1,1,1,0
hillis_steele,512,1024,19584.0,6816.0,3456.0,0.0,29856.0,65.59485530546624,22.829581993569132,11.57556270096463,0.0,1,1,1,0
warp_shuffle,512,2048,19424.0,9024.0,8544.0,0.0,36992.0,52.50865051903114,24.39446366782007,23.096885813148788,0.0,1,1,1,0
blelloch,512,2048,58496.0,9120.0,8512.0,0.0,76128.0,76.83900798654896,11.97982345523329,11.181168558217738,0.0,1,1,1,0
hillis_steele,512,2048,34368.0,7872.0,8416.0,0.0,50656.0,67.84586228679721,15.540113708149084,16.614024005053697,0.0,1,1,1,0
warp_shuffle,512,4096,33600.0,8992.0,16384.0,0.0,58976.0,56.972327726532825,15.246880086814976,27.780792186652196,0.0,1,1,1,0
blelloch,512,4096,107040.0,10368.0,16544.0,0.0,133952.0,79.90922121356904,7.740086000955566,12.350692785475394,0.0,1,1,1,0
hillis_steele,512,4096,61632.0,8960.0,16320.0,0.0,86912.0,70.91310751104565,10.309278350515465,18.77761413843888,0.0,1,1,1,0
warp_shuffle,512,8192,63648.0,9088.0,37696.0,0.0,110432.0,57.635467980295566,8.229498696030136,34.1350333236743,0.0,1,1,1,0
blelloch,512,8192,209184.0,11584.0,37440.0,0.0,258208.0,81.01375635146859,4.486305614078573,14.499938034452844,0.0,1,1,1,0
hillis_steele,512,8192,118880.0,10016.0,37920.0,0.0,166816.0,71.2641473239977,6.004220218684059,22.73163245731824,0.0,1,1,1,0
warp_shuffle,512,16384,122432.0,8896.0,86208.0,0.0,217536.0,56.28125919388055,4.089438070020594,39.62930273609885,0.0,1,1,1,0
blelloch,512,16384,411776.0,12768.0,85952.0,0.0,510496.0,80.6619444618567,2.501096972356297,16.836958565787,0.0,1,1,1,0
hillis_steele,512,16384,232032.0,11200.0,86240.0,0.0,329472.0,70.42540792540792,3.3993783993783993,26.175213675213676,0.0,1,1,1,0
warp_shuffle,512,32768,242944.0,8800.0,183552.0,0.0,435296.0,55.8112181136514,2.0216128795118724,42.16716900683673,0.0,1,1,1,0
blelloch,512,32768,819456.0,14016.0,183296.0,0.0,1016768.0,80.59419651287216,1.3784855542267263,18.027317932901113,0.0,1,1,1,0
hillis_steele,512,32768,459936.0,11648.0,183936.0,0.0,655520.0,70.16353429338541,1.7769099340981205,28.059555772516475,0.0,1,1,1,0
warp_shuffle,512,65536,477056.0,9120.0,380896.0,0.0,867072.0,55.01919102450546,1.0518157661647476,43.92899320932979,0.0,1,1,1,0
blelloch,512,65536,1626304.0,15616.0,379584.0,0.0,2021504.0,80.45019945545495,0.7724941429747356,18.777306401570318,0.0,1,1,1,0
hillis_steele,512,65536,910400.0,12736.0,382048.0,0.0,1305184.0,69.75261725549808,0.9758011130997621,29.271581631402164,0.0,1,1,1,0
warp_shuffle,512,131072,954848.0,9248.0,789184.0,0.0,1753280.0,54.46066800511042,0.5274685161525826,45.011863478737,0.0,1,1,1,0
blelloch,512,131072,3248608.0,17280.0,790656.0,0.0,4056544.0,80.08314466698747,0.4259783697650019,19.490876963247533,0.0,1,1,1,0
hillis_steele,512,131072,1815424.0,13984.0,790528.0,0.0,2619936.0,69.29268501215297,0.5337534962686111,30.173561491578422,0.0,1,1,1,0
