kernel,D,L,launch_id,launch_kernel_name,phase,gpu_time_duration,sm_util_pct,dram_util_pct,achieved_occupancy_pct,warp_threads_per_inst,dram_bytes,flops,registers_per_thread,shared_mem_per_block_bytes,block_size,l1_hit_rate_pct,l2_hit_rate_pct
warp_shuffle,512,16384,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,122432.0,53.85,,88.02,,,,20.0,17792.0,1024.0,,
warp_shuffle,512,16384,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8896.0,37.0,,83.45,,,,22.0,17664.0,1024.0,,
warp_shuffle,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,86208.0,17.34,,83.21,,,,16.0,1024.0,1024.0,,
blelloch,512,16384,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,411776.0,47.44,,96.25,,,,25.0,17536.0,1024.0,,
blelloch,512,16384,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,12768.0,36.74,,85.29,,,,20.0,17408.0,1024.0,,
blelloch,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,85952.0,17.34,,82.71,,,,16.0,1024.0,1024.0,,
hillis_steele,512,16384,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,232032.0,68.75,,94.51,,,,16.0,17536.0,1024.0,,
hillis_steele,512,16384,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,11200.0,35.07,,84.31,,,,18.0,17408.0,1024.0,,
hillis_steele,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,86240.0,17.44,,82.11,,,,16.0,1024.0,1024.0,,
warp_shuffle,512,32768,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,242944.0,54.13,,88.44,,,,20.0,17792.0,1024.0,,
warp_shuffle,512,32768,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8800.0,37.48,,83.59,,,,22.0,17664.0,1024.0,,
warp_shuffle,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,183552.0,16.6,,84.01,,,,16.0,1024.0,1024.0,,
blelloch,512,32768,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,819456.0,47.69,,96.4,,,,25.0,17536.0,1024.0,,
blelloch,512,32768,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,14016.0,38.06,,86.59,,,,20.0,17408.0,1024.0,,
blelloch,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,183296.0,16.59,,84.38,,,,16.0,1024.0,1024.0,,
hillis_steele,512,32768,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,459936.0,69.31,,94.84,,,,16.0,17536.0,1024.0,,
hillis_steele,512,32768,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,11648.0,38.28,,85.5,,,,18.0,17408.0,1024.0,,
hillis_steele,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,183936.0,16.58,,84.12,,,,16.0,1024.0,1024.0,,
warp_shuffle,512,65536,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,477056.0,54.97,,88.6,,,,20.0,17792.0,1024.0,,
warp_shuffle,512,65536,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,9120.0,36.9,,82.69,,,,22.0,17664.0,1024.0,,
warp_shuffle,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,380896.0,16.1,,85.52,,,,16.0,1024.0,1024.0,,
blelloch,512,65536,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,1626304.0,48.02,,96.56,,,,25.0,17536.0,1024.0,,
blelloch,512,65536,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,15616.0,39.16,,85.3,,,,20.0,17408.0,1024.0,,
blelloch,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,379584.0,16.17,,85.11,,,,16.0,1024.0,1024.0,,
hillis_steele,512,65536,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,910400.0,69.97,,94.93,,,,16.0,17536.0,1024.0,,
hillis_steele,512,65536,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,12736.0,40.68,,85.84,,,,18.0,17408.0,1024.0,,
hillis_steele,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,382048.0,16.18,,84.88,,,,16.0,1024.0,1024.0,,
warp_shuffle,512,131072,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,954848.0,54.9,,88.76,,,,20.0,17792.0,1024.0,,
warp_shuffle,512,131072,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,9248.0,36.62,,82.86,,,,22.0,17664.0,1024.0,,
warp_shuffle,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,789184.0,15.88,,84.12,,,,16.0,1024.0,1024.0,,
blelloch,512,131072,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,3248608.0,48.06,,96.67,,,,25.0,17536.0,1024.0,,
blelloch,512,131072,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,17280.0,39.51,,86.85,,,,20.0,17408.0,1024.0,,
blelloch,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,790656.0,15.8,,84.42,,,,16.0,1024.0,1024.0,,
hillis_steele,512,131072,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,1815424.0,70.11,,95.08,,,,16.0,17536.0,1024.0,,
hillis_steele,512,131072,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,13984.0,43.48,,85.71,,,,18.0,17408.0,1024.0,,
hillis_steele,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,790528.0,15.87,,84.76,,,,16.0,1024.0,1024.0,,
